relig,cappun,age,educ
protestant,,52.0,18.0
protestant,,27.0,12.0
protestant,,47.0,19.0
none,,37.0,17.0
jewish,,50.0,14.0
jewish,,44.0,16.0
none,,77.0,13.0
protestant,,74.0,12.0
catholic,,30.0,16.0
jewish,,35.0,16.0
protestant,,76.0,17.0
catholic,,35.0,18.0
protestant,,58.0,12.0
protestant,,31.0,16.0
catholic,,51.0,12.0
protestant,,53.0,14.0
protestant,,51.0,15.0
protestant,,46.0,12.0
catholic,,18.0,11.0
protestant,,69.0,16.0
catholic,,59.0,12.0
other,,52.0,12.0
catholic,,40.0,11.0
none,,66.0,12.0
protestant,,46.0,13.0
protestant,,57.0,10.0
catholic,,30.0,12.0
catholic,,19.0,12.0
protestant,,42.0,11.0
protestant,,29.0,12.0
catholic,,29.0,12.0
protestant,,23.0,12.0
protestant,,66.0,2.0
protestant,,43.0,8.0
protestant,,45.0,12.0
protestant,,68.0,6.0
protestant,,40.0,11.0
none,,54.0,6.0
protestant,,26.0,12.0
protestant,,66.0,11.0
none,,55.0,10.0
protestant,,72.0,10.0
catholic,,65.0,8.0
catholic,,23.0,17.0
protestant,,57.0,12.0
catholic,,34.0,12.0
protestant,,64.0,8.0
other,,42.0,12.0
catholic,,25.0,12.0
catholic,,25.0,12.0
catholic,,74.0,5.0
catholic,,37.0,16.0
protestant,,43.0,12.0
jewish,,67.0,12.0
catholic,,57.0,14.0
protestant,,65.0,15.0
catholic,,33.0,13.0
protestant,,66.0,12.0
catholic,,35.0,16.0
protestant,,20.0,12.0
none,,22.0,15.0
protestant,,20.0,14.0
catholic,,22.0,11.0
protestant,,48.0,14.0
protestant,,35.0,14.0
catholic,,45.0,12.0
protestant,,34.0,15.0
protestant,,37.0,12.0
protestant,,47.0,13.0
protestant,,59.0,16.0
protestant,,23.0,11.0
protestant,,29.0,12.0
protestant,,45.0,17.0
protestant,,58.0,19.0
other,,23.0,11.0
,,36.0,17.0
protestant,,36.0,12.0
catholic,,76.0,16.0
protestant,,42.0,12.0
protestant,,34.0,17.0
catholic,,30.0,12.0
protestant,,30.0,16.0
protestant,,45.0,9.0
catholic,,26.0,0.0
protestant,,72.0,3.0
protestant,,30.0,9.0
protestant,,57.0,4.0
catholic,,47.0,1.0
protestant,,70.0,3.0
catholic,,20.0,11.0
protestant,,77.0,15.0
protestant,,73.0,14.0
protestant,,65.0,14.0
protestant,,55.0,12.0
protestant,,64.0,12.0
protestant,,33.0,16.0
none,,19.0,11.0
protestant,,89.0,11.0
protestant,,53.0,6.0
protestant,,49.0,10.0
other,,57.0,7.0
protestant,,70.0,6.0
protestant,,49.0,8.0
protestant,,76.0,4.0
protestant,,51.0,11.0
protestant,,60.0,7.0
protestant,,54.0,11.0
protestant,,71.0,2.0
protestant,,38.0,12.0
protestant,,63.0,5.0
protestant,,78.0,2.0
protestant,,26.0,16.0
protestant,,66.0,9.0
protestant,,65.0,6.0
protestant,,25.0,17.0
catholic,,34.0,10.0
catholic,,65.0,12.0
protestant,,81.0,8.0
protestant,,79.0,0.0
protestant,,80.0,16.0
protestant,,62.0,12.0
protestant,,25.0,12.0
protestant,,75.0,4.0
protestant,,25.0,9.0
protestant,,46.0,12.0
protestant,,20.0,10.0
protestant,,33.0,10.0
protestant,,50.0,10.0
protestant,,62.0,7.0
protestant,,28.0,8.0
protestant,,43.0,12.0
protestant,,31.0,11.0
protestant,,63.0,5.0
none,,20.0,12.0
protestant,,29.0,11.0
protestant,,24.0,12.0
protestant,,36.0,15.0
protestant,,48.0,13.0
protestant,,48.0,16.0
protestant,,47.0,8.0
protestant,,53.0,14.0
protestant,,32.0,14.0
protestant,,68.0,10.0
protestant,,38.0,12.0
none,,29.0,13.0
protestant,,40.0,10.0
protestant,,89.0,0.0
protestant,,72.0,5.0
protestant,,45.0,9.0
protestant,,60.0,6.0
protestant,,24.0,14.0
catholic,,31.0,12.0
catholic,,24.0,12.0
protestant,,51.0,13.0
protestant,,48.0,17.0
protestant,,44.0,15.0
protestant,,35.0,11.0
protestant,,33.0,12.0
protestant,,42.0,12.0
protestant,,29.0,12.0
protestant,,52.0,7.0
protestant,,36.0,12.0
protestant,,27.0,10.0
protestant,,48.0,8.0
protestant,,60.0,12.0
catholic,,68.0,12.0
protestant,,45.0,14.0
protestant,,23.0,16.0
protestant,,27.0,14.0
protestant,,25.0,15.0
catholic,,20.0,13.0
catholic,,22.0,12.0
protestant,,72.0,16.0
protestant,,38.0,12.0
protestant,,26.0,16.0
protestant,,66.0,3.0
catholic,,34.0,11.0
catholic,,30.0,10.0
protestant,,53.0,0.0
protestant,,37.0,9.0
catholic,,68.0,2.0
catholic,,47.0,7.0
catholic,,23.0,12.0
catholic,,55.0,5.0
protestant,,20.0,13.0
catholic,,37.0,12.0
catholic,,40.0,12.0
protestant,,65.0,10.0
protestant,,28.0,11.0
protestant,,46.0,11.0
protestant,,60.0,14.0
catholic,,19.0,11.0
catholic,,32.0,15.0
protestant,,62.0,12.0
protestant,,63.0,13.0
protestant,,64.0,14.0
catholic,,46.0,14.0
protestant,,57.0,13.0
protestant,,47.0,10.0
protestant,,64.0,15.0
catholic,,48.0,12.0
catholic,,61.0,7.0
catholic,,60.0,7.0
catholic,,29.0,15.0
catholic,,30.0,12.0
catholic,,52.0,12.0
catholic,,45.0,8.0
protestant,,78.0,16.0
protestant,,36.0,14.0
protestant,,82.0,13.0
none,,41.0,13.0
catholic,,39.0,12.0
protestant,,26.0,14.0
other,,64.0,
catholic,,47.0,14.0
protestant,,21.0,12.0
other,,20.0,11.0
none,,59.0,12.0
none,,25.0,13.0
protestant,,49.0,16.0
catholic,,26.0,12.0
protestant,,30.0,12.0
catholic,,27.0,12.0
protestant,,33.0,14.0
protestant,,26.0,16.0
protestant,,59.0,14.0
none,,80.0,8.0
none,,22.0,12.0
protestant,,49.0,12.0
protestant,,48.0,12.0
catholic,,34.0,10.0
protestant,,38.0,12.0
none,,30.0,10.0
catholic,,54.0,11.0
protestant,,75.0,10.0
catholic,,56.0,8.0
none,,19.0,13.0
protestant,,44.0,12.0
catholic,,53.0,10.0
protestant,,35.0,9.0
other,,46.0,12.0
catholic,,20.0,12.0
other,,50.0,8.0
catholic,,51.0,14.0
catholic,,52.0,11.0
protestant,,72.0,12.0
protestant,,60.0,6.0
protestant,,22.0,10.0
protestant,,39.0,4.0
protestant,,57.0,7.0
protestant,,54.0,3.0
protestant,,49.0,10.0
protestant,,62.0,5.0
none,,51.0,4.0
protestant,,73.0,6.0
protestant,,27.0,12.0
protestant,,68.0,6.0
none,,44.0,2.0
protestant,,67.0,4.0
protestant,,78.0,0.0
none,,60.0,7.0
catholic,,48.0,10.0
catholic,,78.0,3.0
catholic,,47.0,12.0
none,,24.0,12.0
catholic,,75.0,2.0
catholic,,78.0,0.0
catholic,,24.0,12.0
catholic,,56.0,11.0
protestant,,19.0,13.0
protestant,,29.0,11.0
protestant,,32.0,10.0
protestant,,21.0,14.0
protestant,,27.0,12.0
protestant,,19.0,12.0
protestant,,56.0,12.0
protestant,,62.0,9.0
protestant,,47.0,12.0
catholic,,43.0,12.0
catholic,,39.0,12.0
catholic,,42.0,10.0
catholic,,44.0,11.0
none,,22.0,14.0
jewish,,34.0,12.0
catholic,,57.0,12.0
protestant,,58.0,12.0
protestant,,80.0,16.0
protestant,,73.0,14.0
jewish,,61.0,12.0
protestant,,48.0,12.0
protestant,,60.0,12.0
protestant,,30.0,13.0
protestant,,49.0,11.0
protestant,,65.0,16.0
protestant,,56.0,18.0
catholic,,40.0,14.0
,,22.0,16.0
none,,23.0,16.0
protestant,,21.0,15.0
protestant,,22.0,16.0
protestant,,24.0,16.0
catholic,,51.0,12.0
jewish,,21.0,15.0
jewish,,22.0,16.0
protestant,,44.0,11.0
protestant,,32.0,20.0
,,42.0,14.0
protestant,,34.0,12.0
catholic,,48.0,13.0
protestant,,48.0,13.0
protestant,,68.0,18.0
protestant,,31.0,20.0
protestant,,29.0,19.0
catholic,,26.0,12.0
protestant,,25.0,11.0
catholic,,35.0,11.0
protestant,,33.0,12.0
protestant,,64.0,8.0
none,,25.0,14.0
protestant,,59.0,10.0
protestant,,50.0,12.0
protestant,,29.0,13.0
catholic,,60.0,11.0
protestant,,54.0,12.0
protestant,,35.0,13.0
protestant,,44.0,12.0
protestant,,65.0,11.0
protestant,,55.0,8.0
protestant,,26.0,12.0
protestant,,66.0,5.0
protestant,,56.0,9.0
protestant,,49.0,12.0
protestant,,28.0,16.0
catholic,,26.0,14.0
protestant,,46.0,12.0
protestant,,65.0,12.0
protestant,,37.0,12.0
catholic,,56.0,12.0
protestant,,64.0,8.0
protestant,,47.0,11.0
protestant,,21.0,14.0
protestant,,43.0,10.0
protestant,,48.0,6.0
protestant,,68.0,5.0
protestant,,45.0,8.0
protestant,,,
protestant,,22.0,10.0
protestant,,77.0,12.0
catholic,,69.0,15.0
protestant,,65.0,12.0
catholic,,59.0,11.0
catholic,,65.0,3.0
catholic,,42.0,8.0
protestant,,45.0,12.0
protestant,,26.0,13.0
catholic,,32.0,16.0
catholic,,28.0,12.0
protestant,,37.0,15.0
catholic,,46.0,8.0
protestant,,72.0,9.0
catholic,,26.0,16.0
protestant,,24.0,12.0
catholic,,50.0,11.0
protestant,,68.0,1.0
protestant,,72.0,6.0
protestant,,47.0,10.0
protestant,,45.0,9.0
protestant,,23.0,8.0
protestant,,39.0,12.0
protestant,,46.0,10.0
protestant,,45.0,10.0
catholic,,63.0,20.0
protestant,,30.0,13.0
protestant,,61.0,14.0
none,,19.0,12.0
protestant,,50.0,16.0
protestant,,46.0,12.0
protestant,,54.0,12.0
catholic,,35.0,16.0
catholic,,51.0,6.0
catholic,,29.0,12.0
catholic,,38.0,7.0
catholic,,41.0,6.0
catholic,,74.0,0.0
catholic,,56.0,6.0
catholic,,50.0,6.0
protestant,,34.0,9.0
protestant,,61.0,10.0
protestant,,21.0,12.0
protestant,,30.0,12.0
protestant,,61.0,12.0
,,19.0,12.0
protestant,,60.0,12.0
protestant,,46.0,16.0
catholic,,63.0,16.0
jewish,,41.0,20.0
jewish,,37.0,16.0
catholic,,35.0,14.0
jewish,,54.0,12.0
jewish,,51.0,12.0
protestant,,27.0,11.0
jewish,,59.0,11.0
jewish,,52.0,16.0
jewish,,48.0,12.0
jewish,,51.0,12.0
jewish,,31.0,12.0
catholic,,20.0,12.0
catholic,,31.0,12.0
catholic,,32.0,12.0
jewish,,49.0,11.0
catholic,,67.0,7.0
catholic,,50.0,10.0
catholic,,48.0,13.0
catholic,,42.0,10.0
catholic,,45.0,12.0
catholic,,27.0,13.0
catholic,,56.0,12.0
jewish,,61.0,10.0
jewish,,42.0,11.0
protestant,,65.0,7.0
catholic,,52.0,12.0
jewish,,51.0,12.0
jewish,,68.0,0.0
jewish,,62.0,4.0
jewish,,42.0,11.0
jewish,,87.0,15.0
jewish,,25.0,11.0
jewish,,58.0,10.0
jewish,,21.0,12.0
protestant,,34.0,12.0
protestant,,31.0,9.0
none,,24.0,12.0
protestant,,27.0,12.0
catholic,,20.0,11.0
protestant,,38.0,12.0
protestant,,30.0,14.0
protestant,,50.0,12.0
protestant,,36.0,12.0
protestant,,45.0,16.0
catholic,,35.0,12.0
jewish,,50.0,16.0
jewish,,34.0,18.0
none,,36.0,16.0
jewish,,47.0,19.0
protestant,,27.0,16.0
none,,54.0,18.0
catholic,,25.0,13.0
protestant,,64.0,8.0
protestant,,63.0,8.0
protestant,,41.0,12.0
none,,20.0,12.0
catholic,,49.0,12.0
catholic,,59.0,12.0
protestant,,29.0,17.0
protestant,,29.0,12.0
catholic,,39.0,12.0
jewish,,62.0,12.0
catholic,,21.0,12.0
catholic,,32.0,19.0
catholic,,33.0,12.0
catholic,,59.0,16.0
catholic,,25.0,17.0
jewish,,27.0,19.0
catholic,,30.0,13.0
catholic,,28.0,14.0
protestant,,18.0,10.0
protestant,,56.0,11.0
other,,22.0,13.0
protestant,,34.0,16.0
protestant,,50.0,8.0
protestant,,43.0,2.0
none,,,9.0
catholic,,24.0,10.0
catholic,,29.0,16.0
protestant,,29.0,12.0
catholic,,39.0,12.0
protestant,,46.0,13.0
protestant,,41.0,17.0
protestant,,57.0,12.0
protestant,,34.0,14.0
protestant,,44.0,11.0
protestant,,48.0,11.0
catholic,,21.0,10.0
protestant,,27.0,12.0
protestant,,37.0,10.0
protestant,,20.0,11.0
catholic,,21.0,12.0
catholic,,38.0,12.0
protestant,,42.0,11.0
protestant,,30.0,14.0
protestant,,39.0,12.0
protestant,,51.0,8.0
protestant,,68.0,12.0
catholic,,24.0,12.0
protestant,,25.0,12.0
protestant,,24.0,11.0
none,,18.0,10.0
protestant,,44.0,14.0
protestant,,55.0,6.0
catholic,,57.0,8.0
protestant,,29.0,12.0
catholic,,76.0,5.0
protestant,,49.0,14.0
protestant,,85.0,16.0
protestant,,47.0,12.0
protestant,,74.0,10.0
protestant,,52.0,13.0
protestant,,63.0,14.0
protestant,,50.0,20.0
protestant,,32.0,17.0
protestant,,58.0,11.0
catholic,,52.0,9.0
protestant,,49.0,16.0
protestant,,48.0,16.0
protestant,,70.0,10.0
protestant,,22.0,10.0
protestant,,40.0,7.0
protestant,,49.0,10.0
protestant,,67.0,
protestant,,46.0,7.0
protestant,,20.0,12.0
protestant,,41.0,11.0
protestant,,55.0,5.0
protestant,,42.0,12.0
protestant,,47.0,10.0
protestant,,20.0,13.0
protestant,,69.0,10.0
protestant,,74.0,7.0
catholic,,35.0,14.0
other,,22.0,14.0
protestant,,35.0,3.0
protestant,,54.0,6.0
protestant,,51.0,8.0
protestant,,36.0,11.0
protestant,,32.0,12.0
protestant,,54.0,8.0
catholic,,41.0,12.0
catholic,,31.0,8.0
none,,26.0,16.0
catholic,,78.0,7.0
catholic,,46.0,16.0
protestant,,67.0,8.0
protestant,,39.0,12.0
protestant,,76.0,8.0
protestant,,34.0,12.0
protestant,,35.0,12.0
protestant,,55.0,12.0
protestant,,44.0,14.0
protestant,,40.0,11.0
catholic,,57.0,12.0
protestant,,67.0,5.0
protestant,,68.0,16.0
catholic,,32.0,8.0
protestant,,46.0,13.0
protestant,,62.0,13.0
protestant,,72.0,7.0
protestant,,25.0,12.0
protestant,,69.0,6.0
protestant,,38.0,12.0
catholic,,56.0,7.0
protestant,,20.0,13.0
catholic,,66.0,12.0
protestant,,78.0,4.0
protestant,,56.0,10.0
protestant,,66.0,13.0
catholic,,44.0,16.0
protestant,,46.0,16.0
protestant,,43.0,16.0
catholic,,37.0,15.0
protestant,,49.0,16.0
protestant,,53.0,12.0
catholic,,20.0,12.0
protestant,,53.0,11.0
catholic,,79.0,8.0
protestant,,25.0,12.0
protestant,,25.0,18.0
catholic,,44.0,12.0
protestant,,55.0,16.0
protestant,,27.0,16.0
protestant,,76.0,16.0
protestant,,30.0,10.0
protestant,,22.0,15.0
catholic,,40.0,9.0
protestant,,50.0,12.0
protestant,,40.0,12.0
catholic,,56.0,12.0
catholic,,37.0,15.0
protestant,,58.0,19.0
protestant,,30.0,17.0
protestant,,53.0,10.0
protestant,,25.0,12.0
protestant,,58.0,15.0
protestant,,72.0,12.0
none,,34.0,14.0
protestant,,39.0,14.0
protestant,,51.0,7.0
protestant,,85.0,8.0
protestant,,77.0,8.0
protestant,,25.0,12.0
other,,39.0,12.0
protestant,,36.0,10.0
protestant,,45.0,16.0
catholic,,19.0,8.0
protestant,,41.0,12.0
catholic,,38.0,12.0
catholic,,24.0,13.0
catholic,,22.0,14.0
protestant,,21.0,15.0
catholic,,71.0,12.0
protestant,,43.0,13.0
protestant,,44.0,13.0
other,,20.0,12.0
catholic,,74.0,13.0
catholic,,51.0,14.0
protestant,,38.0,14.0
catholic,,55.0,9.0
none,,56.0,11.0
catholic,,51.0,11.0
catholic,,62.0,10.0
catholic,,25.0,16.0
protestant,,21.0,12.0
protestant,,20.0,15.0
protestant,,27.0,20.0
protestant,,33.0,16.0
protestant,,39.0,20.0
protestant,,56.0,8.0
protestant,,52.0,12.0
protestant,,49.0,12.0
protestant,,28.0,9.0
protestant,,28.0,12.0
catholic,,63.0,8.0
protestant,,47.0,11.0
protestant,,69.0,7.0
none,,25.0,16.0
catholic,,30.0,12.0
protestant,,22.0,12.0
protestant,,42.0,13.0
catholic,,40.0,16.0
protestant,,32.0,15.0
catholic,,24.0,14.0
catholic,,52.0,13.0
catholic,,43.0,12.0
none,,20.0,12.0
catholic,,27.0,14.0
protestant,,40.0,9.0
protestant,,60.0,13.0
protestant,,51.0,17.0
protestant,,68.0,8.0
protestant,,59.0,12.0
protestant,,29.0,12.0
protestant,,34.0,14.0
protestant,,27.0,16.0
protestant,,46.0,18.0
protestant,,47.0,12.0
protestant,,31.0,12.0
catholic,,57.0,12.0
catholic,,28.0,12.0
jewish,,27.0,12.0
catholic,,34.0,12.0
catholic,,35.0,12.0
protestant,,27.0,16.0
catholic,,70.0,17.0
protestant,,53.0,12.0
catholic,,41.0,9.0
protestant,,24.0,11.0
protestant,,55.0,16.0
protestant,,39.0,14.0
catholic,,21.0,10.0
protestant,,51.0,12.0
catholic,,62.0,8.0
none,,26.0,16.0
catholic,,21.0,14.0
catholic,,43.0,12.0
catholic,,62.0,12.0
protestant,,54.0,8.0
protestant,,75.0,11.0
protestant,,50.0,12.0
catholic,,56.0,13.0
protestant,,48.0,12.0
catholic,,20.0,14.0
catholic,,44.0,8.0
catholic,,43.0,16.0
protestant,,43.0,12.0
protestant,,24.0,12.0
catholic,,30.0,12.0
catholic,,42.0,16.0
protestant,,45.0,15.0
protestant,,77.0,8.0
protestant,,19.0,11.0
other,,23.0,13.0
catholic,,32.0,10.0
protestant,,35.0,11.0
protestant,,41.0,18.0
protestant,,39.0,17.0
protestant,,31.0,13.0
protestant,,32.0,9.0
protestant,,41.0,11.0
protestant,,83.0,8.0
protestant,,65.0,14.0
protestant,,46.0,12.0
protestant,,22.0,12.0
protestant,,52.0,12.0
protestant,,47.0,3.0
catholic,,30.0,12.0
protestant,,54.0,10.0
protestant,,22.0,11.0
protestant,,66.0,12.0
catholic,,21.0,15.0
protestant,,36.0,11.0
,,28.0,8.0
protestant,,22.0,8.0
protestant,,59.0,4.0
protestant,,22.0,
protestant,,31.0,12.0
protestant,,23.0,8.0
protestant,,59.0,14.0
catholic,,58.0,7.0
protestant,,38.0,12.0
protestant,,26.0,11.0
protestant,,46.0,10.0
catholic,,35.0,12.0
protestant,,30.0,12.0
protestant,,63.0,13.0
none,,26.0,16.0
jewish,,62.0,16.0
catholic,,74.0,12.0
catholic,,31.0,16.0
jewish,,70.0,12.0
jewish,,65.0,12.0
catholic,,43.0,8.0
protestant,,74.0,7.0
protestant,,57.0,10.0
protestant,,60.0,6.0
protestant,,52.0,9.0
protestant,,24.0,12.0
protestant,,41.0,16.0
protestant,,29.0,14.0
protestant,,74.0,10.0
protestant,,64.0,8.0
protestant,,35.0,12.0
protestant,,36.0,12.0
protestant,,34.0,7.0
protestant,,55.0,11.0
protestant,,34.0,12.0
protestant,,57.0,14.0
none,,24.0,9.0
protestant,,60.0,6.0
protestant,,61.0,8.0
protestant,,26.0,12.0
protestant,,74.0,8.0
protestant,,56.0,12.0
catholic,,22.0,13.0
catholic,,47.0,10.0
protestant,,66.0,7.0
protestant,,64.0,10.0
protestant,,27.0,12.0
protestant,,32.0,12.0
protestant,,50.0,12.0
protestant,,68.0,8.0
catholic,,47.0,12.0
catholic,,26.0,12.0
protestant,,34.0,12.0
catholic,,39.0,12.0
protestant,,30.0,14.0
protestant,,65.0,14.0
protestant,,74.0,12.0
protestant,,59.0,12.0
protestant,,67.0,12.0
catholic,,26.0,12.0
protestant,,71.0,20.0
protestant,,20.0,12.0
protestant,,23.0,16.0
catholic,,33.0,14.0
protestant,,24.0,12.0
other,,41.0,12.0
catholic,,69.0,9.0
catholic,,43.0,19.0
protestant,,62.0,12.0
protestant,,54.0,10.0
protestant,,43.0,11.0
catholic,,21.0,12.0
catholic,,23.0,13.0
catholic,,28.0,12.0
catholic,,52.0,12.0
protestant,,20.0,12.0
protestant,,61.0,6.0
protestant,,60.0,16.0
none,,32.0,10.0
protestant,,74.0,0.0
protestant,,53.0,14.0
protestant,,37.0,11.0
protestant,,23.0,12.0
protestant,,60.0,5.0
protestant,,53.0,11.0
catholic,,28.0,16.0
protestant,,21.0,13.0
catholic,,48.0,14.0
protestant,,41.0,12.0
protestant,,57.0,14.0
catholic,,19.0,12.0
catholic,,41.0,12.0
protestant,,47.0,11.0
other,,20.0,12.0
protestant,,22.0,12.0
catholic,,46.0,12.0
protestant,,63.0,1.0
protestant,,43.0,12.0
protestant,,27.0,12.0
protestant,,28.0,16.0
catholic,,68.0,8.0
catholic,,22.0,11.0
catholic,,72.0,10.0
protestant,,30.0,16.0
protestant,,28.0,12.0
protestant,,48.0,11.0
protestant,,36.0,8.0
other,,36.0,6.0
protestant,,56.0,4.0
protestant,,25.0,12.0
protestant,,46.0,14.0
protestant,,26.0,8.0
protestant,,38.0,10.0
protestant,,58.0,12.0
catholic,,31.0,12.0
protestant,,36.0,17.0
protestant,,50.0,16.0
protestant,,68.0,17.0
catholic,,49.0,11.0
catholic,,28.0,16.0
protestant,,20.0,12.0
catholic,,63.0,8.0
protestant,,21.0,12.0
protestant,,39.0,11.0
protestant,,63.0,11.0
protestant,,23.0,12.0
protestant,,36.0,12.0
catholic,,32.0,13.0
protestant,,53.0,10.0
protestant,,,9.0
catholic,,23.0,12.0
protestant,,79.0,8.0
catholic,,41.0,10.0
catholic,,28.0,11.0
protestant,,58.0,12.0
protestant,,44.0,13.0
protestant,,25.0,12.0
protestant,,23.0,11.0
catholic,,44.0,11.0
catholic,,63.0,15.0
catholic,,42.0,15.0
jewish,,63.0,12.0
protestant,,55.0,12.0
protestant,,26.0,12.0
none,,22.0,13.0
catholic,,29.0,12.0
protestant,,82.0,11.0
none,,24.0,16.0
none,,24.0,15.0
catholic,,62.0,10.0
protestant,,58.0,9.0
catholic,,66.0,6.0
catholic,,51.0,11.0
catholic,,79.0,3.0
catholic,,71.0,13.0
protestant,,49.0,16.0
catholic,,55.0,12.0
protestant,,67.0,10.0
protestant,,23.0,12.0
protestant,,44.0,8.0
catholic,,31.0,9.0
catholic,,52.0,12.0
other,,54.0,6.0
protestant,,58.0,12.0
catholic,,77.0,6.0
catholic,,33.0,13.0
protestant,,33.0,12.0
protestant,,47.0,13.0
protestant,,49.0,12.0
protestant,,44.0,13.0
none,,29.0,14.0
catholic,,22.0,12.0
catholic,,31.0,12.0
protestant,,67.0,8.0
catholic,,67.0,8.0
protestant,,34.0,12.0
protestant,,74.0,12.0
catholic,,36.0,12.0
protestant,,22.0,14.0
protestant,,74.0,15.0
none,,48.0,14.0
catholic,,54.0,12.0
none,,22.0,14.0
catholic,,53.0,10.0
catholic,,20.0,13.0
protestant,,31.0,5.0
protestant,,41.0,10.0
protestant,,40.0,12.0
protestant,,40.0,16.0
protestant,,25.0,10.0
catholic,,66.0,8.0
catholic,,65.0,12.0
other,,68.0,8.0
none,,19.0,12.0
none,,45.0,17.0
catholic,,20.0,12.0
protestant,,27.0,8.0
protestant,,70.0,8.0
catholic,,49.0,11.0
protestant,,21.0,14.0
catholic,,40.0,12.0
jewish,,26.0,19.0
protestant,,60.0,12.0
catholic,,45.0,11.0
none,,49.0,10.0
catholic,,34.0,10.0
protestant,,52.0,12.0
jewish,,39.0,12.0
catholic,,51.0,6.0
catholic,,54.0,9.0
protestant,,30.0,12.0
protestant,,24.0,13.0
protestant,,75.0,14.0
protestant,,19.0,10.0
protestant,,56.0,11.0
protestant,,57.0,7.0
protestant,,69.0,3.0
protestant,,52.0,6.0
protestant,,24.0,9.0
protestant,,38.0,7.0
none,,51.0,16.0
protestant,,73.0,13.0
catholic,,67.0,12.0
none,,25.0,16.0
none,,45.0,16.0
none,,29.0,14.0
catholic,,32.0,12.0
protestant,,37.0,8.0
protestant,,48.0,12.0
catholic,,41.0,9.0
protestant,,46.0,10.0
protestant,,72.0,8.0
protestant,,57.0,12.0
catholic,,24.0,12.0
protestant,,21.0,12.0
catholic,,27.0,12.0
catholic,,29.0,
catholic,,69.0,4.0
protestant,,69.0,8.0
catholic,,51.0,8.0
protestant,,54.0,16.0
protestant,,38.0,6.0
protestant,,79.0,12.0
protestant,,58.0,9.0
protestant,,66.0,9.0
catholic,,66.0,8.0
catholic,,42.0,8.0
protestant,,72.0,8.0
catholic,,64.0,12.0
none,,26.0,17.0
protestant,,24.0,11.0
catholic,,64.0,10.0
catholic,,19.0,12.0
catholic,,46.0,9.0
protestant,,59.0,5.0
protestant,,79.0,8.0
protestant,,52.0,19.0
protestant,,58.0,12.0
protestant,,38.0,16.0
protestant,,34.0,12.0
protestant,,65.0,16.0
protestant,,42.0,8.0
protestant,,33.0,12.0
none,,29.0,12.0
protestant,,56.0,12.0
protestant,,21.0,11.0
none,,31.0,10.0
protestant,,67.0,5.0
protestant,,37.0,8.0
protestant,,64.0,8.0
protestant,,35.0,12.0
protestant,,68.0,8.0
catholic,,36.0,15.0
catholic,,23.0,15.0
catholic,,21.0,14.0
protestant,,47.0,5.0
other,,51.0,3.0
catholic,,42.0,14.0
other,,77.0,13.0
protestant,,61.0,11.0
catholic,,36.0,16.0
protestant,,36.0,16.0
protestant,,33.0,12.0
catholic,,31.0,14.0
none,,25.0,15.0
catholic,,56.0,19.0
catholic,,58.0,13.0
none,,25.0,9.0
catholic,,26.0,16.0
catholic,,27.0,12.0
catholic,,46.0,9.0
catholic,,52.0,8.0
protestant,,60.0,8.0
protestant,,27.0,12.0
protestant,,43.0,12.0
catholic,,35.0,12.0
catholic,,63.0,12.0
none,,25.0,16.0
catholic,,29.0,16.0
catholic,,44.0,13.0
protestant,,19.0,12.0
catholic,,66.0,8.0
catholic,,42.0,12.0
jewish,,27.0,16.0
protestant,,72.0,6.0
none,,54.0,14.0
catholic,,25.0,12.0
protestant,,58.0,8.0
protestant,,23.0,12.0
catholic,,20.0,12.0
other,,38.0,11.0
protestant,,25.0,11.0
protestant,,71.0,6.0
none,,68.0,7.0
protestant,,54.0,11.0
none,,37.0,14.0
protestant,,77.0,16.0
protestant,,21.0,12.0
protestant,,22.0,11.0
protestant,,57.0,12.0
none,,33.0,13.0
protestant,,59.0,8.0
catholic,,48.0,12.0
none,,45.0,14.0
catholic,,32.0,16.0
catholic,,35.0,12.0
none,,39.0,17.0
catholic,,27.0,12.0
protestant,,36.0,13.0
catholic,,37.0,8.0
catholic,,51.0,12.0
protestant,,29.0,13.0
catholic,,29.0,14.0
catholic,,76.0,9.0
protestant,,35.0,12.0
catholic,,34.0,6.0
catholic,,40.0,12.0
protestant,,36.0,12.0
catholic,,31.0,9.0
catholic,,19.0,10.0
protestant,,70.0,7.0
protestant,,28.0,12.0
catholic,,28.0,12.0
none,,44.0,7.0
protestant,,27.0,14.0
catholic,,38.0,16.0
protestant,,25.0,16.0
protestant,,27.0,12.0
protestant,,33.0,12.0
protestant,,37.0,12.0
protestant,,24.0,12.0
protestant,,51.0,12.0
protestant,,51.0,12.0
protestant,,74.0,8.0
catholic,,21.0,12.0
protestant,,42.0,12.0
protestant,,44.0,11.0
protestant,,43.0,12.0
protestant,,24.0,12.0
protestant,,50.0,12.0
catholic,,23.0,12.0
catholic,,38.0,17.0
catholic,,24.0,17.0
catholic,,39.0,12.0
protestant,,36.0,15.0
protestant,,26.0,12.0
protestant,,37.0,20.0
protestant,,21.0,14.0
protestant,,21.0,12.0
protestant,,34.0,11.0
protestant,,70.0,8.0
protestant,,43.0,10.0
protestant,,72.0,8.0
catholic,,35.0,12.0
protestant,,23.0,11.0
protestant,,46.0,12.0
protestant,,68.0,8.0
protestant,,61.0,14.0
protestant,,70.0,12.0
protestant,,35.0,12.0
protestant,,32.0,12.0
protestant,,64.0,8.0
protestant,,46.0,7.0
